n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Collins, Karen | University of Louisville | 2008 | female | 1 | 4 | 2017 | 2 | 23 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 2 | 1 | 2 | 3 | 4 |
2 | Chen, Chi Ming Hubert | California Institute of Technology | 2008 | female | 4 | 3 | 2011 | 19 | 38 | 2016 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 2 | 0 | 3 | 11 | 9 | 4 | 4 | 8 | 2 | 5 | 3 | 3 |
3 | Christopher, Micol Huw | California Institute of Technology | 2008 | female | 2 | 0 | 2008 | 7 | 1 | 2010 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
4 | Cavagnolo, Kenneth W. | Michigan State University | 2008 | male | 3 | 3 | 2011 | 7 | 6 | 2011 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 4 | 3 | 1 | 2 | 0 | 0 | 0 | 0 | 0 |
5 | Welikala, Niraj D. | University of Pittsburgh | 2008 | male | 2 | 2 | 2016 | 2 | 48 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 3 | 1 | 8 | 16 | 6 | 4 | 9 |
6 | Bauer, Amanda Elaine | The University of Texas at Austin | 2008 | female | 3 | 3 | 2013 | 11 | 49 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 2 | 2 | 3 | 3 | 0 | 1 | 9 | 10 | 9 | 7 | 6 | 4 |
7 | Miller, Kenneth A. | University of Connecticut | 2008 | male | 1 | 4 | 2012 | 2 | 9 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 1 | 0 | 0 | 1 | 2 |
8 | Robishaw, Timothy | University of California, Berkeley | 2008 | male | 2 | 2 | 2015 | 4 | 18 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 2 | 0 | 4 | 3 | 2 | 1 | 4 | 1 |
9 | Salviander, Sarah Triplett | The University of Texas at Austin | 2008 | female | 4 | 2 | 2015 | 9 | 9 | 2015 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  1 | 0 | 1 | 2 | 3 | 2 | 2 | 3 | 0 | 1 | 2 | 0 | 1 | 0 |
10 | Covington, Matthew D. | University of California, Santa Cruz | 2008 | male | 2 | 3 | 2015 | 2 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 |
11 | Flohic, Helene M. L. | The Pennsylvania State University | 2008 | female | 3 | 2 | 2012 | 4 | 11 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 1 | 2 | 1 | 2 | 0 | 0 | 3 | 0 |
12 | Grouchy, Rebecca Diane | The University of Alabama | 2008 | female | 2 | 1 | 2010 | 2 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
13 | Hyland, Peter Owen | The University of Wisconsin - Madison | 2008 | male | 1 | 1 | 2009 | 2 | 6 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 2 | 0 |
14 | Konidaris, Nicholas Pelopidas, II | University of California, Santa Cruz | 2008 | male | 2 | 0 | 2008 | 11 | 11 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 6 | 2 | 0 | 1 | 0 | 2 | 3 | 4 | 0 | 1 |
15 | Langland-Shula, Laura E. | University of California, Santa Cruz | 2008 | female | 2 | 2 | 2011 | 2 | 3 | 2011 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
16 | Blanton, Miles Cannon | The University of North Carolina at Chapel Hill | 2008 | male | 1 | 0 | 2008 | 2 | 1 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
17 | Teixeira, P. S. | Harvard-Smithsonian Center for Astrophysics, USA; University of Lisbon, Portugal | 2008 | None | 6 | 4 | 2016 | 9 | 21 | 2017 | 0 | 1 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 1 |  0 | 2 | 1 | 2 | 1 | 3 | 2 | 2 | 2 | 2 | 5 | 2 | 1 | 4 |
18 | Chambers, Lindsey Starr | University of California, Santa Cruz | 2008 | female | 2 | 0 | 2008 | 2 | 2 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
19 | Dellenbusch, Kate Erika | The University of Wisconsin - Madison | 2008 | female | 3 | 0 | 2008 | 3 | 0 | 2008 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
20 | Fraser, Oliver J. | University of Washington | 2008 | male | 3 | 0 | 2008 | 16 | 4 | 2014 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 4 | 4 | 1 | 1 | 2 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 |
21 | Gilbert, Karoline M. | University of California, Santa Cruz | 2008 | female | 5 | 4 | 2014 | 16 | 47 | 2016 | 1 | 0 | 0 | 1 | 1 | 2 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |  1 | 1 | 1 | 4 | 3 | 6 | 5 | 7 | 5 | 11 | 3 | 8 | 6 | 2 |
22 | Hyatt, Lewis | Princeton University | 2008 | male | 1 | 0 | 2008 | 4 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
23 | Johnson, Sarah Stewart | Massachusetts Institute of Technology | 2008 | female | 2 | 1 | 2009 | 6 | 6 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 3 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 0 |
24 | Kalmus, Peter M. | Columbia University | 2008 | male | 2 | 2 | 2009 | 24 | 77 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 9 | 15 | 18 | 10 | 7 | 18 | 7 | 14 | 2 | 1 |
25 | Lai, David K. | University of California, Santa Cruz | 2008 | male | 4 | 4 | 2011 | 12 | 9 | 2015 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 3 | 6 | 1 | 1 | 5 | 0 | 1 | 0 | 1 | 0 |
26 | O'Neill, Andrew Charles | Columbia University | 2008 | male | 3 | 0 | 2008 | 24 | 4 | 2010 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 5 | 5 | 6 | 3 | 5 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
27 | Pueblas, Sebastian | New York University | 2008 | male | 1 | 1 | 2009 | 3 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
28 | Wrobel, Kelly Erin | Brown University | 2008 | female | 3 | 0 | 2008 | 3 | 1 | 2012 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
29 | An, Deokkeun | The Ohio State University | 2008 | None | 4 | 8 | 2015 | 15 | 25 | 2016 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 0 | 1 | 0 | 2 | 0 | 2 | 0 |  0 | 1 | 0 | 6 | 5 | 3 | 7 | 0 | 7 | 3 | 3 | 1 | 2 | 2 |
30 | Brogl, Sandra | Florida Institute of Technology | 2008 | female | 1 | 0 | 2008 | 1 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
31 | Mattson, Barbara Jo | University of Maryland, College Park | 2008 | female | 3 | 0 | 2008 | 6 | 0 | 2008 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
32 | Novak, Gregory S. | University of California, Santa Cruz | 2008 | male | 4 | 4 | 2012 | 10 | 16 | 2017 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 3 | 1 | 3 | 2 | 1 | 3 | 2 | 0 | 7 | 0 | 0 |
33 | Reviglio, Pietro M. | Columbia University | 2008 | male | 2 | 0 | 2008 | 2 | 0 | 2008 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
34 | Spiegel, David Solomon | Columbia University | 2008 | male | 5 | 12 | 2014 | 6 | 35 | 2017 | 0 | 0 | 1 | 0 | 2 | 2 | 2 | 3 | 1 | 3 | 2 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 3 | 2 | 9 | 4 | 6 | 7 | 4 | 1 | 1 |
35 | Taruna, Jutri | The Florida State University | 2008 | None | 1 | 0 | 2008 | 2 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
36 | Valencia, Diana | Harvard University | 2008 | female | 5 | 5 | 2013 | 6 | 18 | 2016 | 0 | 0 | 0 | 1 | 3 | 1 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 2 | 4 | 2 | 5 | 1 | 2 | 2 | 1 | 1 |
37 | Howard, Christian Daniel | University of California, Los Angeles | 2008 | male | 2 | 2 | 2013 | 8 | 29 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 2 | 3 | 2 | 8 | 2 | 7 | 7 | 1 | 1 | 1 |
38 | Judas, Simon | Columbia University | 2008 | male | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
39 | Millis, John P. | Purdue University | 2008 | male | 1 | 0 | 2008 | 7 | 33 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 5 | 11 | 4 | 0 | 1 | 2 | 7 | 4 | 4 |
40 | Boghrat, Pedram | University of California, Los Angeles | 2008 | male | 1 | 0 | 2008 | 3 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
41 | Vasil, Geoffrey M. | University of Colorado at Boulder | 2008 | male | 2 | 3 | 2016 | 2 | 13 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 0 | 1 | 1 | 1 | 1 | 4 |
42 | Summy, Heaya Ann | The Florida State University | 2008 | None | 1 | 0 | 2008 | 3 | 4 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
43 | Bryson, Kathryn L. | University of Arkansas | 2008 | female | 2 | 3 | 2015 | 4 | 8 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 3 | 1 | 2 | 0 | 0 | 2 | 0 |
44 | Dai, De-Chang | Case Western Reserve University | 2008 | male | 6 | 21 | 2017 | 8 | 22 | 2017 | 0 | 0 | 0 | 1 | 1 | 4 | 4 | 3 | 2 | 2 | 1 | 1 | 2 | 4 |  0 | 0 | 0 | 3 | 1 | 4 | 4 | 4 | 2 | 2 | 1 | 1 | 2 | 4 |
45 | Law, David R. | Caltech | 2008 | male | 6 | 11 | 2016 | 15 | 50 | 2017 | 1 | 0 | 1 | 1 | 2 | 1 | 3 | 2 | 0 | 3 | 0 | 0 | 2 | 1 |  2 | 1 | 2 | 3 | 6 | 1 | 6 | 5 | 2 | 8 | 1 | 1 | 8 | 9 |
46 | Morong, Christopher P. | The University of Chicago | 2008 | male | 1 | 0 | 2008 | 2 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
47 | Schneider, Michael David | University of California, Davis | 2008 | male | 3 | 10 | 2017 | 5 | 31 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 2 | 3 | 1 | 1 | 1 | 0 |  1 | 0 | 0 | 1 | 1 | 2 | 0 | 3 | 3 | 4 | 5 | 5 | 6 | 3 |
48 | Shiao, Yu-Shao | University of Illinois at Urbana-Champaign | 2008 | male | 1 | 1 | 2010 | 2 | 3 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 |
49 | Bondarescu, Ruxandra | Cornell University | 2008 | female | 2 | 4 | 2015 | 5 | 44 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 1 | 7 | 7 | 18 | 5 | 4 | 1 | 1 |
50 | Hirose, Eiichi | Syracuse University | 2008 | male | 1 | 3 | 2014 | 24 | 38 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 |  0 | 0 | 0 | 1 | 8 | 15 | 14 | 10 | 6 | 6 | 0 | 2 | 0 | 0 |
51 | Morsony, Brian J. | University of Colorado at Boulder | 2008 | male | 2 | 6 | 2016 | 6 | 21 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 1 | 1 | 0 | 1 |  1 | 0 | 0 | 1 | 2 | 2 | 2 | 4 | 3 | 1 | 5 | 3 | 1 | 2 |
52 | Hagemann, Christina | The University of New Mexico | 2008 | female | 1 | 0 | 2008 | 1 | 3 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
53 | Naylor, Bret J. | California Institute of Technology | 2008 | male | 1 | 1 | 2010 | 2 | 12 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 6 | 2 | 1 | 0 | 0 | 0 |
54 | Mucciarell, Paola | SAO | 2008 | female | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
55 | Mandel, Ilya | California Institute of Technology | 2008 | male | 3 | 10 | 2017 | 13 | 162 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 2 | 2 | 2 |  0 | 0 | 1 | 0 | 4 | 8 | 19 | 15 | 10 | 22 | 16 | 25 | 17 | 35 |
56 | Switzer, Eric R. | Princeton University | 2008 | male | 5 | 5 | 2017 | 9 | 53 | 2017 | 0 | 0 | 2 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 |  0 | 0 | 3 | 0 | 1 | 5 | 1 | 7 | 11 | 7 | 13 | 7 | 3 | 2 |
57 | Silvestri, Alessandra | Syracuse University | 2008 | female | 3 | 5 | 2013 | 43 | 71 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 3 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  7 | 7 | 7 | 9 | 6 | 7 | 12 | 16 | 14 | 13 | 3 | 5 | 2 | 6 |
58 | Beun, Joshua | North Carolina State University | 2008 | male | 3 | 1 | 2009 | 4 | 2 | 2009 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
59 | Corbitt, Thomas Randall | Massachusetts Institute of Technology | 2008 | male | 5 | 0 | 2008 | 45 | 107 | 2017 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 7 | 9 | 6 | 8 | 15 | 14 | 8 | 7 | 16 | 6 | 13 | 6 | 27 |
60 | Bernstein, Joseph P. | University of Michigan | 2008 | male | 1 | 3 | 2012 | 1 | 16 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 4 | 2 | 1 | 4 | 0 |
61 | Hubbard, Alexander I. | University of Rochester | 2008 | male | 5 | 20 | 2017 | 7 | 27 | 2017 | 0 | 0 | 0 | 2 | 1 | 2 | 3 | 1 | 2 | 3 | 1 | 2 | 2 | 4 |  0 | 0 | 1 | 2 | 1 | 3 | 3 | 2 | 3 | 3 | 2 | 5 | 3 | 4 |
62 | Levenson, Louis Robert | University of California, Los Angeles | 2008 | male | 3 | 1 | 2010 | 3 | 53 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 36 | 4 | 4 | 8 | 0 | 0 | 0 |
63 | Moorhead, Althea Valkyrie | University of Michigan | 2008 | female | 3 | 4 | 2016 | 3 | 11 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 2 | 1 | 4 | 0 | 2 | 1 | 1 |
64 | Bochanski, John J., Jr. | University of Washington | 2008 | male | 5 | 9 | 2014 | 22 | 53 | 2015 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 1 | 2 | 1 | 2 | 2 | 0 | 0 |  2 | 2 | 3 | 4 | 6 | 5 | 7 | 8 | 15 | 7 | 5 | 7 | 4 | 0 |
65 | Hanlon, William F. | The University of Utah | 2008 | male | 2 | 0 | 2008 | 21 | 24 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 5 | 4 | 4 | 3 | 5 | 1 | 3 | 0 | 4 | 4 | 3 | 6 | 1 |
66 | Green, Joel D. | University of Rochester | 2008 | male | 2 | 9 | 2016 | 24 | 51 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 3 | 0 | 1 | 3 |  0 | 6 | 7 | 6 | 2 | 3 | 6 | 3 | 6 | 2 | 10 | 8 | 6 | 8 |
67 | Mauerhan, Jon Christian | University of California, Los Angeles | 2008 | male | 3 | 17 | 2017 | 7 | 47 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 4 | 2 | 1 | 2 | 1 | 4 | 0 |  0 | 0 | 1 | 1 | 2 | 3 | 4 | 6 | 6 | 3 | 3 | 5 | 11 | 4 |
68 | Sublett, Stephanie L. | University of Rochester | 2008 | female | 2 | 0 | 2008 | 2 | 0 | 2008 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
69 | Hanley, Thomas Ryan | Georgia Institute of Technology | 2008 | male | 3 | 1 | 2009 | 3 | 2 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
70 | Lamb, D. A. | University of Colorado at Boulder | 2008 | None | 2 | 4 | 2017 | 4 | 9 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 0 |
71 | Minchev, Ivan | University of Rochester | 2008 | male | 5 | 12 | 2017 | 10 | 59 | 2017 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 2 | 1 | 2 | 1 | 2 | 1 | 1 |  0 | 0 | 2 | 2 | 2 | 4 | 3 | 2 | 5 | 9 | 7 | 9 | 9 | 10 |
72 | Sehgal, Neelima | Rutgers The State University of New Jersey - New Brunswick | 2008 | female | 4 | 3 | 2013 | 4 | 60 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 1 | 5 | 11 | 8 | 8 | 9 | 12 | 4 |
73 | Bond, Jade Chantelle | The University of Arizona | 2008 | female | 3 | 3 | 2010 | 4 | 7 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 2 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 2 |
74 | Cassidy, Timothy A. | University of Virginia | 2008 | male | 4 | 7 | 2016 | 4 | 43 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 2 | 0 | 0 | 1 | 0 | 1 | 1 |  0 | 0 | 1 | 0 | 1 | 2 | 2 | 9 | 5 | 4 | 7 | 3 | 6 | 5 |
75 | Underwood, Bret J. | The University of Wisconsin - Madison | 2008 | male | 2 | 2 | 2014 | 7 | 8 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 4 | 2 | 2 | 2 | 0 | 1 | 1 | 0 | 0 |
76 | McAdam, Amy Catherine | Arizona State University | 2008 | female | 4 | 1 | 2014 | 4 | 25 | 2016 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 2 | 9 | 8 | 3 | 3 |
77 | Shapiro, Charles A. | The University of Chicago | 2008 | male | 4 | 5 | 2013 | 20 | 13 | 2017 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 6 | 7 | 5 | 1 | 1 | 1 | 3 | 1 | 1 | 2 | 1 | 0 | 3 |
78 | Kelley, John Lawrence | The University of Wisconsin - Madison | 2008 | male | 2 | 3 | 2013 | 26 | 117 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |  1 | 3 | 6 | 5 | 4 | 7 | 8 | 16 | 20 | 13 | 14 | 9 | 14 | 16 |
79 | Bell, Jared M. | University of Michigan | 2008 | male | 2 | 5 | 2014 | 10 | 34 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 2 | 3 | 1 | 3 | 2 | 6 | 4 | 2 | 4 | 5 | 7 | 1 |
80 | Caballero Suarez, Olga Liliana | Indiana University | 2008 | female | 1 | 0 | 2008 | 1 | 0 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
